Age,Gender,GPA,Daily_Reflections,Sleep_Hours,Steps_Per_Day,Mental_Health_Status,fear,anger,anticipation,trust,surprise,sadness,joy,disgust,negative,positive
1.1599985950192984,2,-0.5667905339614991,Onto foreign do environmental anyone every nearly another.,0.4831478747915855,-0.9638826954370496,2,-0.5890062117469725,-0.40390636381368517,-0.7541154220707031,-0.959784997186302,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,1.0,0.0
-0.6015786183737133,1,-0.13820073031975194,Party but others visit admit industry country very.,-0.633425517195494,-0.5668721881024094,2,-0.5890062117469725,-0.40390636381368517,-0.7541154220707031,-0.959784997186302,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,0.0,1.0
0.2792099883227925,0,1.400826291848338,Religious sure wait do chance decade according wall probably sense act side.,1.4683596912507737,0.793509920682827,2,-0.5890062117469725,-0.40390636381368517,0.977859365214073,-0.959784997186302,2.0055495562689822,-0.4015649447211302,-0.7393427829155624,0.0,0.25,0.25
-1.0419729217219662,1,-1.5018955600889468,A task effect entire coach join series.,1.402678903486827,-0.2631566148029846,2,-0.5890062117469725,-0.40390636381368517,-0.7541154220707031,1.5889914051040097,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,0.0,0.5
-0.6015786183737133,2,0.11505688092309825,Knowledge several camera wait week write quality second argue painting ok artist friend finally sign drive.,-0.10797921508392674,-1.2011763320048807,0,-0.5890062117469725,0.27168584494227027,0.3117152162583899,-0.17554610417389838,0.33380731368169597,-0.4015649447211302,0.8958661168786466,0.07692307692307693,0.15384615384615385,0.15384615384615385
1.1599985950192984,2,0.34883313745496036,Bank answer speak expert drug reveal its reason senior magazine travel theory.,-0.633425517195494,-0.33008558921955233,2,-0.5890062117469725,-0.40390636381368517,0.6314644077571178,1.0792361246459474,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,0.0,0.4
-0.1611843150254604,2,0.7384602316747297,Field watch drug democratic foreign summer director high heavy medical campaign short.,-1.1588718193070606,-0.42591571167963793,1,1.7415796834712711,-0.40390636381368517,0.785417722182431,0.17300451494272534,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,0.1111111111111111,0.2222222222222222
-1.0419729217219662,2,-1.1512311752911535,These lot dinner able miss tell pressure available return sense old teacher save.,0.2861055114997481,-1.4470896092172696,1,-0.5890062117469725,-0.40390636381368517,-0.7541154220707031,0.3146032039588538,-0.4091892385793202,-0.4015649447211302,0.5892644481672323,0.0,0.125,0.5
0.2792099883227925,1,0.6994975222527526,History degree administration party Republican college group study fly peace.,0.1547439359718563,-1.5337930533478232,2,-0.5890062117469725,-0.40390636381368517,0.4005344361191475,-0.1101928630895315,-0.4091892385793202,-0.4015649447211302,1.0321335251948305,0.0,0.0,0.5
0.2792099883227925,1,-0.7226413716494072,Political blood book commercial win speech air answer every must wall respond conference.,-0.896148668251277,-0.5547032836630333,1,-0.5890062117469725,-0.40390636381368517,-0.7541154220707031,-0.959784997186302,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,0.0,1.0
-1.4823672250702191,1,0.5436466845648446,Others next street candidate teach could coach others so because fund.,0.8115518136113147,0.6738490270289634,1,-0.5890062117469725,-0.40390636381368517,-0.7541154220707031,0.739399271007239,1.2006366246528812,-0.4015649447211302,1.0321335251948305,0.0,0.0,0.3333333333333333
-1.0419729217219662,2,0.15401959034507526,Any stock wear letter man important population option example black easy game must protect where.,-1.5529565458907355,1.0810002880630838,1,-0.5890062117469725,-0.40390636381368517,-0.06132550715679266,0.05972556372982272,-0.4091892385793202,0.733701324195542,-0.7393427829155624,0.0,0.2,0.4
1.6003928983675513,2,1.400826291848338,Citizen start religious available resource out today provide imagine interest partner.,-1.1588718193070606,0.8122703150268649,2,-0.5890062117469725,-0.40390636381368517,0.6314644077571178,0.05972556372982272,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,0.0,0.6
-1.4823672250702191,2,0.2709077186110063,Enough direction you who soldier six worry apply according public become dark then lead explain.,0.9429133891392065,0.7727213755988931,1,0.21773505967472725,0.27168584494227027,0.3117152162583899,-0.5676655506801002,-0.4091892385793202,2.218280291240421,-0.7393427829155624,0.0,0.07692307692307693,0.3076923076923077
-1.0419729217219662,2,-0.7810854357823723,Door never many accept figure indicate color trade lead itself week third alone parent summer.,-0.896148668251277,-0.43859165380398785,1,-0.5890062117469725,-0.40390636381368517,-0.7541154220707031,1.5889914051040097,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,0.0,0.5
0.2792099883227925,0,-0.07975666618678684,Stay would identify tend phone city night beautiful clear worry tend quite again single.,0.023382360443964478,-2.049957416651353,2,1.1589332096667102,-0.40390636381368517,0.4005344361191475,-0.959784997186302,-0.4091892385793202,1.4905455034733233,1.0321335251948305,0.0,0.16666666666666666,0.16666666666666666
0.7196042916710454,0,0.2709077186110063,Turn pretty Democrat high drop Republican paper paper hit thus attack.,-1.0275102437791688,-0.24946659730868664,1,0.5762867358621493,1.5478044614812971,0.015651150055863972,-0.39339024112178833,-0.4091892385793202,-0.4015649447211302,0.4416414224913661,0.0,0.2222222222222222,0.1111111111111111
0.7196042916710454,0,-0.43042105098458,Beyond face theory fast piece training second.,0.4831478747915855,1.1403236972050415,1,-0.5890062117469725,-0.40390636381368517,2.709834152498849,1.5889914051040097,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,0.0,0.0
0.7196042916710454,1,-1.4629328506669697,Personal owner hot sport read any face couple point business later stand heavy.,-0.23934079061181854,-0.36659230253768016,2,-0.5890062117469725,8.378792350013734,-0.7541154220707031,-0.959784997186302,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,0.0,0.0
0.7196042916710454,1,-0.8590108546263263,Child able act risk good edge necessary source left price.,-1.355914182598898,-1.0678254208567193,2,0.7219483543132896,-0.40390636381368517,0.977859365214073,-0.3225908966137241,0.798180158844831,-0.4015649447211302,0.5892644481672323,0.0,0.125,0.125
0.7196042916710454,0,-2.612332778615291,Behind fish strong address laugh politics agreement soldier.,0.2861055114997481,-0.9537419417375697,2,-0.5890062117469725,1.5478044614812971,-0.7541154220707031,-0.39339024112178833,0.6640280035754809,0.8598420207418388,0.4416414224913661,0.0,0.0,0.3333333333333333
-0.6015786183737133,0,-0.8200481452043493,It brother job language again whose entire education must pull maintain front because conference region.,-0.04229842731998113,-0.061862653868307436,2,-0.5890062117469725,-0.40390636381368517,-0.7541154220707031,0.3146032039588538,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,0.0,0.75
-0.1611843150254604,1,-0.04079395676480982,Happy win put live next create century positive the writer quality such room subject than.,-1.6843181214186271,-0.09938344255638328,2,-0.5890062117469725,-0.40390636381368517,-0.7541154220707031,-0.959784997186302,-0.4091892385793202,-0.4015649447211302,1.917871679250027,0.0,0.25,0.5
1.1599985950192984,0,0.30987042803298337,Candidate style soldier only property often relationship general wall throw man including go speak program.,-0.633425517195494,-0.46140834962781774,2,-0.5890062117469725,1.0598767551575516,-0.7541154220707031,-0.1101928630895315,-0.4091892385793202,1.4905455034733233,-0.7393427829155624,0.0,0.0,0.5
-0.1611843150254604,1,1.8878601596230504,Who involve foot citizen exactly billion hair president consumer.,-1.9470412724744106,0.7681580364341271,2,-0.5890062117469725,-0.40390636381368517,-0.7541154220707031,0.739399271007239,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,0.0,0.6666666666666666
1.6003928983675513,1,-0.8979735640483034,Far trial season floor teach where least must already.,0.5488286625555316,2.1868494789913733,2,-0.5890062117469725,-0.40390636381368517,-0.7541154220707031,0.3146032039588538,2.0055495562689822,-0.4015649447211302,1.917871679250027,0.0,0.0,0.25
1.6003928983675513,0,-0.4499024056955681,Green least push base hard method city your Mr.,0.3517862992636937,0.06692491811508802,1,-0.5890062117469725,-0.40390636381368517,-0.7541154220707031,4.137767807394321,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,0.0,0.0
-0.6015786183737133,0,-0.508346469828534,War maybe sister expect gun fear major claim hospital will five.,-1.5529565458907355,0.03548858164670016,2,1.6583444729277623,0.8507648810188034,-0.25926548284648143,-0.2315631679604987,0.2807361313773376,0.40933953307649273,-0.7393427829155624,0.0,0.14285714285714285,0.14285714285714285
1.6003928983675513,1,0.3877958468769365,Author individual public enough more store break mind answer.,-2.0127220602383566,-0.883770741211158,2,-0.5890062117469725,-0.40390636381368517,2.0170442375849387,-0.959784997186302,1.5226017972993218,-0.4015649447211302,-0.7393427829155624,0.0,0.0,0.4
1.1599985950192984,0,0.6410534581197875,Skill wall husband recognize place successful girl away hair here world social.,1.0085941769031521,0.4994280633979082,0,-0.5890062117469725,-0.40390636381368517,0.977859365214073,0.3146032039588538,-0.4091892385793202,-0.4015649447211302,1.917871679250027,0.0,0.0,0.25
-1.4823672250702191,1,-1.6967091071988318,Thought speech candidate where especially during west turn walk card visit TV later.,0.08906314820791067,0.9800997887532582,2,-0.5890062117469725,-0.40390636381368517,-0.7541154220707031,-0.959784997186302,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,0.0,1.0
1.1599985950192984,1,0.13453823563408632,West hospital here recently have many ago fly local stuff bill Congress music.,0.7458710258473691,0.44416095573574244,1,1.1589332096667102,-0.40390636381368517,-0.7541154220707031,-0.1101928630895315,-0.4091892385793202,3.3826559516677763,1.0321335251948305,0.0,0.0,0.16666666666666666
-0.1611843150254604,0,0.2319450091890293,Throughout center short Mr yet west phone church store.,0.2861055114997481,0.2631485022000252,2,-0.5890062117469725,-0.40390636381368517,0.977859365214073,0.3146032039588538,-0.4091892385793202,-0.4015649447211302,0.5892644481672323,0.0,0.0,0.375
0.2792099883227925,2,-0.7226413716494072,Build first real wife eye official blood herself your along event face line college eat often.,-2.0127220602383566,-0.8487851409479521,2,-0.5890062117469725,-0.40390636381368517,-0.7541154220707031,1.5889914051040097,-0.4091892385793202,-0.4015649447211302,-0.7393427829155624,0.0,0.0,0.5
